document,year,model,original_length,original_words,summary_length,summary_words,compression_ratio,processing_time,summary,summary_word_count
2022 Austrian Grand Prix - Offence - Car 5 - Track Limits.pdf,2022,LexRank-3sent,1199,192,318,53,0.2652210175145955,0.00630497932434082,Fact Leaving the track without a justifiable reason multiple times. Offence Breach of Article 33.3 of the FIA Formula One Sporting Regulations and the Race Directors Event Notes - Article 12.2.1 i) of...,53
2022 Austrian Grand Prix - Offence - Car 5 - Track Limits.pdf,2022,TextRank-7sent,1199,192,793,126,0.6613844870725605,0.006242036819458008,Fact Leaving the track without a justifiable reason multiple times. Offence Breach of Article 33.3 of the FIA Formula One Sporting Regulations and the Race Directors Event Notes - Article 12.2.1 i) of...,126
2022 Singapore Grand Prix - Offence - Car 20 - Pit lane speeding.pdf,2022,LexRank,946,159,516,89,0.5454545454545454,0.00617218017578125,Fact Pit Lane Speeding 60.1 kmh. Offence Breach of Article 34.7 of the FIA Formula One Sporting Regulations. Decision The competitor (Haas F1 Team) is fined 100. Reason Car 20 exceeded the pit lane sp...,89
2022 Singapore Grand Prix - Offence - Car 20 - Pit lane speeding.pdf,2022,TextRank,946,159,533,91,0.5634249471458774,0.006087064743041992,Offence Breach of Article 34.7 of the FIA Formula One Sporting Regulations. Decision The competitor (Haas F1 Team) is fined 100. Reason Car 20 exceeded the pit lane speed limit which is set at 60 kmh ...,91
2022 Singapore Grand Prix - Offence - Car 20 - Pit lane speeding.pdf,2022,Luhn,946,159,516,89,0.5454545454545454,0.006047964096069336,Fact Pit Lane Speeding 60.1 kmh. Offence Breach of Article 34.7 of the FIA Formula One Sporting Regulations. Decision The competitor (Haas F1 Team) is fined 100. Reason Car 20 exceeded the pit lane sp...,89
2022 Singapore Grand Prix - Offence - Car 20 - Pit lane speeding.pdf,2022,LexRank-3sent,946,159,161,27,0.17019027484143764,0.00637507438659668,Fact Pit Lane Speeding 60.1 kmh. Offence Breach of Article 34.7 of the FIA Formula One Sporting Regulations. Decision The competitor (Haas F1 Team) is fined 100....,27
2022 Singapore Grand Prix - Offence - Car 20 - Pit lane speeding.pdf,2022,TextRank-7sent,946,159,566,97,0.5983086680761099,0.006206035614013672,Fact Pit Lane Speeding 60.1 kmh. Offence Breach of Article 34.7 of the FIA Formula One Sporting Regulations. Decision The competitor (Haas F1 Team) is fined 100. Reason Car 20 exceeded the pit lane sp...,97
2022 Brazilian Grand Prix - Offence - Car 22 - Changes under Parc Ferme.pdf,2022,LexRank,1485,237,706,112,0.4754208754208754,0.006837129592895508,Fact The following parts have been replaced and changes to the setup have been made: Floor (same specification) Front WingNose assembly (different specification) Rear Wing (different specification) Of...,112
2022 Brazilian Grand Prix - Offence - Car 22 - Changes under Parc Ferme.pdf,2022,TextRank,1485,237,849,134,0.5717171717171717,0.0067272186279296875,Fact The following parts have been replaced and changes to the setup have been made: Floor (same specification) Front WingNose assembly (different specification) Rear Wing (different specification) Of...,134
2022 Brazilian Grand Prix - Offence - Car 22 - Changes under Parc Ferme.pdf,2022,Luhn,1485,237,855,138,0.5757575757575758,0.006346940994262695,Fact The following parts have been replaced and changes to the setup have been made: Floor (same specification) Front WingNose assembly (different specification) Rear Wing (different specification) Of...,138
2022 Brazilian Grand Prix - Offence - Car 22 - Changes under Parc Ferme.pdf,2022,LexRank-3sent,1485,237,528,83,0.35555555555555557,0.006747007369995117,Fact The following parts have been replaced and changes to the setup have been made: Floor (same specification) Front WingNose assembly (different specification) Rear Wing (different specification) Of...,83
2022 Brazilian Grand Prix - Offence - Car 22 - Changes under Parc Ferme.pdf,2022,TextRank-7sent,1485,237,1033,167,0.6956228956228956,0.006594181060791016,Fact The following parts have been replaced and changes to the setup have been made: Floor (same specification) Front WingNose assembly (different specification) Rear Wing (different specification) Of...,167
2022 Bahrain Grand Prix - Offence - Car 18 - impeding car 22.pdf,2022,LexRank,2033,342,899,148,0.44220363994097395,0.007092952728271484,"Offence Breach of Article 37.5 of the FIA Formula One Sporting Regulations. After both cars had taken the chequered flag at the end of the session, car 18 (STR) turned into turn 8 whilst car 22 (TSU) ...",148
2022 Bahrain Grand Prix - Offence - Car 18 - impeding car 22.pdf,2022,TextRank,2033,342,1136,190,0.558780127889818,0.006971120834350586,"Decision Reprimand for the driver This is the drivers 1st Reprimand of the Season (Driving) Reason The Stewards heard from the driver of Car 18 (Lance Stroll), the driver of Car 22 (Yuki Tsunoda) and ...",190
2022 Bahrain Grand Prix - Offence - Car 18 - impeding car 22.pdf,2022,Luhn,2033,342,1107,190,0.544515494343335,0.006559133529663086,"Decision Reprimand for the driver This is the drivers 1st Reprimand of the Season (Driving) Reason The Stewards heard from the driver of Car 18 (Lance Stroll), the driver of Car 22 (Yuki Tsunoda) and ...",190
2022 Bahrain Grand Prix - Offence - Car 18 - impeding car 22.pdf,2022,LexRank-3sent,2033,342,573,97,0.2818494835218888,0.007055044174194336,"Offence Breach of Article 37.5 of the FIA Formula One Sporting Regulations. After both cars had taken the chequered flag at the end of the session, car 18 (STR) turned into turn 8 whilst car 22 (TSU) ...",97
2022 Bahrain Grand Prix - Offence - Car 18 - impeding car 22.pdf,2022,TextRank-7sent,2033,342,1440,243,0.7083128381701919,0.006953001022338867,Offence Breach of Article 37.5 of the FIA Formula One Sporting Regulations. Decision Reprimand for the driver This is the drivers 1st Reprimand of the Season (Driving) Reason The Stewards heard from t...,243
2022 Spanish Grand Prix - Offence - Car 36 - Impeding.pdf,2022,LexRank,1390,231,512,86,0.3683453237410072,0.0065419673919677734,Fact Impeding of Car 63 by Car 36 at turn 12. Decision Reprimand for the driver. This is the drivers 1st Reprimand of the Season (Driving). The team manager indicated that the team had provided the dr...,86
2022 Spanish Grand Prix - Offence - Car 36 - Impeding.pdf,2022,TextRank,1390,231,712,115,0.5122302158273381,0.006565093994140625,Reason The Stewards heard from the driver of Car 36 (Juri Vips) and team representatives and examined video evidence. The team manager indicated that the team had provided the driver the wrong informa...,115
2022 Spanish Grand Prix - Offence - Car 36 - Impeding.pdf,2022,Luhn,1390,231,739,119,0.5316546762589928,0.006251811981201172,Offence Breach of Article 37.5 of the FIA Formula One Sporting Regulations. Reason The Stewards heard from the driver of Car 36 (Juri Vips) and team representatives and examined video evidence. The te...,119
2022 Spanish Grand Prix - Offence - Car 36 - Impeding.pdf,2022,LexRank-3sent,1390,231,337,57,0.24244604316546764,0.006597995758056641,"Fact Impeding of Car 63 by Car 36 at turn 12. Decision Reprimand for the driver. Competitors are reminded that they have the right to appeal certain decisions of the Stewards, in accordance with Artic...",57
2022 Spanish Grand Prix - Offence - Car 36 - Impeding.pdf,2022,TextRank-7sent,1390,231,847,137,0.6093525179856115,0.006654977798461914,Offence Breach of Article 37.5 of the FIA Formula One Sporting Regulations. This is the drivers 1st Reprimand of the Season (Driving). Reason The Stewards heard from the driver of Car 36 (Juri Vips) a...,137
2022 Austrian Grand Prix - Offence - Car 77 - Parc Ferme .pdf,2022,LexRank,1393,234,770,130,0.5527638190954773,0.0069732666015625,Fact The rear wing assembly and the setup of the suspension has been changed. Reason The changed rear wing assembly is of a different specification from the one used during the Sprint. As the rear win...,130
2022 Austrian Grand Prix - Offence - Car 77 - Parc Ferme .pdf,2022,TextRank,1393,234,770,130,0.5527638190954773,0.0067598819732666016,Fact The rear wing assembly and the setup of the suspension has been changed. Reason The changed rear wing assembly is of a different specification from the one used during the Sprint. As the rear win...,130
2022 Austrian Grand Prix - Offence - Car 77 - Parc Ferme .pdf,2022,Luhn,1393,234,792,134,0.5685570710696339,0.006391048431396484,Fact The rear wing assembly and the setup of the suspension has been changed. Offence Breach of Article 40.8 of the FIA Formula One Sporting Regulations. Reason The changed rear wing assembly is of a ...,134
2022 Austrian Grand Prix - Offence - Car 77 - Parc Ferme .pdf,2022,LexRank-3sent,1393,234,585,98,0.41995692749461594,0.00665593147277832,"As the rear wing assembly is a different specification and was changed whilst the car was in parc ferme and the suspension setup has also changed, the competitor is required to start the race from the...",98
2022 Austrian Grand Prix - Offence - Car 77 - Parc Ferme .pdf,2022,TextRank-7sent,1393,234,916,156,0.6575735821966978,0.006615161895751953,Fact The rear wing assembly and the setup of the suspension has been changed. Decision Required to start the race from the pit lane. Reason The changed rear wing assembly is of a different specificati...,156
2022 Italian Grand Prix - Offence - Car 55 - RNC Changes.pdf,2022,LexRank,1061,164,665,103,0.6267672007540056,0.0063169002532958984,"Fact The following Restricted-Number Components have been used: 5th Gearbox Cases and Cassettes (GBX C C) 5th Gearbox Driveline, Gear Change Components and Auxiliary Components (GBX DL) Offence Breach...",103
2022 Italian Grand Prix - Offence - Car 55 - RNC Changes.pdf,2022,TextRank,1061,164,665,103,0.6267672007540056,0.006182193756103516,"Fact The following Restricted-Number Components have been used: 5th Gearbox Cases and Cassettes (GBX C C) 5th Gearbox Driveline, Gear Change Components and Auxiliary Components (GBX DL) Offence Breach...",103
2022 Italian Grand Prix - Offence - Car 55 - RNC Changes.pdf,2022,Luhn,1061,164,665,103,0.6267672007540056,0.006205081939697266,"Fact The following Restricted-Number Components have been used: 5th Gearbox Cases and Cassettes (GBX C C) 5th Gearbox Driveline, Gear Change Components and Auxiliary Components (GBX DL) Offence Breach...",103
2022 Italian Grand Prix - Offence - Car 55 - RNC Changes.pdf,2022,LexRank-3sent,1061,164,348,55,0.32799245994344955,0.006292819976806641,"Decision Drop of 10 Grid Positions. Competitors are reminded that they have the right to appeal certain decisions of the Stewards, in accordance with Article 15 of the FIA International Sporting Code ...",55
2022 Italian Grand Prix - Offence - Car 55 - RNC Changes.pdf,2022,TextRank-7sent,1061,164,665,103,0.6267672007540056,0.006289243698120117,"Fact The following Restricted-Number Components have been used: 5th Gearbox Cases and Cassettes (GBX C C) 5th Gearbox Driveline, Gear Change Components and Auxiliary Components (GBX DL) Offence Breach...",103
2022 Saudi Arabian Grand Prix - Offence - Car 24 - Not serving penalty.pdf,2022,LexRank,1710,292,761,134,0.4450292397660819,0.007113933563232422,"But thereafter, it was jacked up by the team. Article 54.4(c) requires that whilst a car is stationary in the pit lane as a result of a penalty in accordance with Articles 54.3(a)it may not be worked ...",134
2022 Saudi Arabian Grand Prix - Offence - Car 24 - Not serving penalty.pdf,2022,TextRank,1710,292,857,148,0.5011695906432748,0.007004976272583008,Decision Drive through penalty Reason The Stewards reviewed the video evidence and determined that Car 24 came into the pit lane and stopped. Article 54.4(c) requires that whilst a car is stationary i...,148
2022 Saudi Arabian Grand Prix - Offence - Car 24 - Not serving penalty.pdf,2022,Luhn,1710,292,912,158,0.5333333333333333,0.0065462589263916016,Decision Drive through penalty Reason The Stewards reviewed the video evidence and determined that Car 24 came into the pit lane and stopped. Article 54.4(c) requires that whilst a car is stationary i...,158
2022 Saudi Arabian Grand Prix - Offence - Car 24 - Not serving penalty.pdf,2022,LexRank-3sent,1710,292,656,117,0.38362573099415204,0.007157087326049805,Article 54.4(c) requires that whilst a car is stationary in the pit lane as a result of a penalty in accordance with Articles 54.3(a)it may not be worked on until the car has been stationary for the d...,117
2022 Saudi Arabian Grand Prix - Offence - Car 24 - Not serving penalty.pdf,2022,TextRank-7sent,1710,292,1105,189,0.6461988304093568,0.007109165191650391,Decision Drive through penalty Reason The Stewards reviewed the video evidence and determined that Car 24 came into the pit lane and stopped. Article 54.4(c) requires that whilst a car is stationary i...,189
2022 Australian Grand Prix - Decision - Car 11 - alleged failure to slow for yellow flags.pdf,2022,LexRank,1603,261,648,109,0.40424204616344356,0.007611989974975586,"Offence Alleged breach of Appendix H, Art. As PER approached turn 11, a single yellow flag was displayed for a car in the escape road. Compared to his previous lap, he lifted 70 meters earlier, braked...",109
2022 Australian Grand Prix - Decision - Car 11 - alleged failure to slow for yellow flags.pdf,2022,TextRank,1603,261,694,114,0.4329382407985028,0.007055997848510742,"Reason The Stewards heard from the driver of Car 11 (Sergio Perez), the team representative and have reviewed video, marshalling system and telemetry evidence. PER was warned by his team on the radio ...",114
2022 Australian Grand Prix - Decision - Car 11 - alleged failure to slow for yellow flags.pdf,2022,Luhn,1603,261,677,115,0.4223331253898939,0.0065228939056396484,"2.5.5.b) of the FIA International Sporting Code and non-compliance with Race Directors Event Notes 3.2. As PER approached turn 11, a single yellow flag was displayed for a car in the escape road. PER ...",115
2022 Australian Grand Prix - Decision - Car 11 - alleged failure to slow for yellow flags.pdf,2022,LexRank-3sent,1603,261,474,80,0.2956955708047411,0.00699305534362793,"As PER approached turn 11, a single yellow flag was displayed for a car in the escape road. As a result of these actions, the Stewards conclude that PER acted appropriately to the situation and take n...",80
2022 Australian Grand Prix - Decision - Car 11 - alleged failure to slow for yellow flags.pdf,2022,TextRank-7sent,1603,261,917,154,0.5720524017467249,0.00687098503112793,"Reason The Stewards heard from the driver of Car 11 (Sergio Perez), the team representative and have reviewed video, marshalling system and telemetry evidence. As PER approached turn 11, a single yell...",154
2022 Singapore Grand Prix - Offence - Car 11 - SC Infringement .pdf,2022,LexRank,1805,308,861,147,0.47700831024930745,0.007229328155517578,"Reason The Stewards heard from the driver of Car 11 (Sergio Perez), the team representative and have reviewed video evidence. Article 55.10 of the FIA Formula 1 Sporting Regulations requires that the ...",147
2022 Singapore Grand Prix - Offence - Car 11 - SC Infringement .pdf,2022,TextRank,1805,308,846,153,0.46869806094182825,0.007171630859375,"Reason The Stewards heard from the driver of Car 11 (Sergio Perez), the team representative and have reviewed video evidence. Article 55.10 of the FIA Formula 1 Sporting Regulations requires that the ...",153
2022 Singapore Grand Prix - Offence - Car 11 - SC Infringement .pdf,2022,Luhn,1805,308,926,163,0.5130193905817174,0.006574153900146484,Article 55.10 of the FIA Formula 1 Sporting Regulations requires that the leader must keep within 10 car lengths of the safety car once deployed until the lights are extinguished. It was admitted whil...,163
2022 Singapore Grand Prix - Offence - Car 11 - SC Infringement .pdf,2022,LexRank-3sent,1805,308,551,94,0.30526315789473685,0.007188081741333008,Article 55.10 of the FIA Formula 1 Sporting Regulations requires that the leader must keep within 10 car lengths of the safety car once deployed until the lights are extinguished. It was admitted whil...,94
2022 Singapore Grand Prix - Offence - Car 11 - SC Infringement .pdf,2022,TextRank-7sent,1805,308,1130,195,0.6260387811634349,0.0071527957916259766,"Decision Reprimand (Driving) This is the drivers 1st reprimand of the season. Reason The Stewards heard from the driver of Car 11 (Sergio Perez), the team representative and have reviewed video eviden...",195
2023 Spanish Grand Prix - Infringement - Car 16 - PU Elements.pdf,2023,LexRank,1279,201,719,117,0.562157935887412,0.006561994552612305,2023 SPANISH GRAND PRIX 02 - 04 June 2023 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced wi...,117
2023 Spanish Grand Prix - Infringement - Car 16 - PU Elements.pdf,2023,TextRank,1279,201,810,130,0.6333072713057076,0.006484031677246094,2023 SPANISH GRAND PRIX 02 - 04 June 2023 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced wi...,130
2023 Spanish Grand Prix - Infringement - Car 16 - PU Elements.pdf,2023,Luhn,1279,201,802,128,0.6270523846755277,0.0062830448150634766,2023 SPANISH GRAND PRIX 02 - 04 June 2023 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced wi...,128
2023 Spanish Grand Prix - Infringement - Car 16 - PU Elements.pdf,2023,LexRank-3sent,1279,201,608,100,0.47537138389366695,0.006504058837890625,2023 SPANISH GRAND PRIX 02 - 04 June 2023 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced wi...,100
2023 Spanish Grand Prix - Infringement - Car 16 - PU Elements.pdf,2023,TextRank-7sent,1279,201,945,151,0.7388584831899921,0.006593942642211914,2023 SPANISH GRAND PRIX 02 - 04 June 2023 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced wi...,151
2023 Saudi Arabian Grand Prix - Offence - Car 14 - Failure to Serve a Penalty .pdf,2023,LexRank,2549,436,776,142,0.30443311102393095,0.008612871170043945,Decision 10 second time penalty Reason Car 14 had come into the pits during the safety car period to serve the 5 second penalty that was imposed on Car 14 for being out of position at the starting gri...,142
2023 Saudi Arabian Grand Prix - Offence - Car 14 - Failure to Serve a Penalty .pdf,2023,TextRank,2549,436,1064,188,0.4174185955276579,0.008343696594238281,Decision 10 second time penalty Reason Car 14 had come into the pits during the safety car period to serve the 5 second penalty that was imposed on Car 14 for being out of position at the starting gri...,188
2023 Saudi Arabian Grand Prix - Offence - Car 14 - Failure to Serve a Penalty .pdf,2023,Luhn,2549,436,1064,188,0.4174185955276579,0.006997108459472656,Decision 10 second time penalty Reason Car 14 had come into the pits during the safety car period to serve the 5 second penalty that was imposed on Car 14 for being out of position at the starting gri...,188
2023 Saudi Arabian Grand Prix - Offence - Car 14 - Failure to Serve a Penalty .pdf,2023,LexRank-3sent,2549,436,469,86,0.18399372302863867,0.00853276252746582,Decision 10 second time penalty Reason Car 14 had come into the pits during the safety car period to serve the 5 second penalty that was imposed on Car 14 for being out of position at the starting gri...,86
2023 Saudi Arabian Grand Prix - Offence - Car 14 - Failure to Serve a Penalty .pdf,2023,TextRank-7sent,2549,436,1246,217,0.48881914476265204,0.008296966552734375,Decision 10 second time penalty Reason Car 14 had come into the pits during the safety car period to serve the 5 second penalty that was imposed on Car 14 for being out of position at the starting gri...,217
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding.pdf,2023,LexRank,1018,168,707,119,0.6944990176817288,0.006310224533081055,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 61.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding.pdf,2023,TextRank,1018,168,707,119,0.6944990176817288,0.006272077560424805,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 61.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding.pdf,2023,Luhn,1018,168,707,119,0.6944990176817288,0.006170988082885742,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 61.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding.pdf,2023,LexRank-3sent,1018,168,391,70,0.3840864440078585,0.006303071975708008,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 61.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,70
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding.pdf,2023,TextRank-7sent,1018,168,707,119,0.6944990176817288,0.006245136260986328,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 61.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Monaco Grand Prix - Infringement - Car 27 - Failure to Serve a Penalty.pdf,2023,LexRank,1148,192,828,140,0.7212543554006968,0.006341218948364258,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Failure to serve a penalty during a pit stop. Infringment Breach of Article 54.4 (c) of the FIA Formula One Sporting Regulations Decision 10 s...,140
2023 Monaco Grand Prix - Infringement - Car 27 - Failure to Serve a Penalty.pdf,2023,TextRank,1148,192,828,140,0.7212543554006968,0.006262063980102539,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Failure to serve a penalty during a pit stop. Infringment Breach of Article 54.4 (c) of the FIA Formula One Sporting Regulations Decision 10 s...,140
2023 Monaco Grand Prix - Infringement - Car 27 - Failure to Serve a Penalty.pdf,2023,Luhn,1148,192,828,140,0.7212543554006968,0.006206989288330078,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Failure to serve a penalty during a pit stop. Infringment Breach of Article 54.4 (c) of the FIA Formula One Sporting Regulations Decision 10 s...,140
2023 Monaco Grand Prix - Infringement - Car 27 - Failure to Serve a Penalty.pdf,2023,LexRank-3sent,1148,192,512,91,0.445993031358885,0.006368875503540039,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Failure to serve a penalty during a pit stop. Infringment Breach of Article 54.4 (c) of the FIA Formula One Sporting Regulations Decision 10 s...,91
2023 Monaco Grand Prix - Infringement - Car 27 - Failure to Serve a Penalty.pdf,2023,TextRank-7sent,1148,192,828,140,0.7212543554006968,0.006300926208496094,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Failure to serve a penalty during a pit stop. Infringment Breach of Article 54.4 (c) of the FIA Formula One Sporting Regulations Decision 10 s...,140
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding (Second).pdf,2023,LexRank,1018,168,707,119,0.6944990176817288,0.006276845932006836,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding (Second).pdf,2023,TextRank,1018,168,707,119,0.6944990176817288,0.006249904632568359,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding (Second).pdf,2023,Luhn,1018,168,707,119,0.6944990176817288,0.006132841110229492,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding (Second).pdf,2023,LexRank-3sent,1018,168,391,70,0.3840864440078585,0.006265163421630859,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,70
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding (Second).pdf,2023,TextRank-7sent,1018,168,707,119,0.6944990176817288,0.006273031234741211,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.1 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,119
2023 Qatar Grand Prix - Infringement - Car 44 - Crossing the track.pdf,2023,LexRank,2441,407,1006,166,0.41212617779598526,0.007977962493896484,"Reason The Stewards heard from the driver of Car 44 ( Lewis Hamilton), team representative and reviewed video evidence. He thereby crossed the track that was live at this time and reached the inside e...",166
2023 Qatar Grand Prix - Infringement - Car 44 - Crossing the track.pdf,2023,TextRank,2441,407,1012,171,0.414584186808685,0.007776975631713867,"After crashing out of the race in Lap 1, the driver of Car 44 abandoned his car in the gravel and ran back to the pits. He thereby crossed the track that was live at this time and reached the inside e...",171
2023 Qatar Grand Prix - Infringement - Car 44 - Crossing the track.pdf,2023,Luhn,2441,407,1059,179,0.4338385907414994,0.006853818893432617,"The driver is fined 50,000, 25,000 of which is suspended for the remainder of the 2023 season on condition that there is no further breach of similar nature. He thereby crossed the track that was live...",179
2023 Qatar Grand Prix - Infringement - Car 44 - Crossing the track.pdf,2023,LexRank-3sent,2441,407,629,106,0.2576812781646866,0.007898807525634766,He thereby crossed the track that was live at this time and reached the inside edge of the track just seconds before Car 63 arrived at high speed after exiting the pits. The Stewards reinforced the fa...,106
2023 Qatar Grand Prix - Infringement - Car 44 - Crossing the track.pdf,2023,TextRank-7sent,2441,407,1337,228,0.5477263416632527,0.0077931880950927734,"The driver is fined 50,000, 25,000 of which is suspended for the remainder of the 2023 season on condition that there is no further breach of similar nature. After crashing out of the race in Lap 1, t...",228
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding_0.pdf,2023,LexRank,988,164,683,116,0.6912955465587044,0.0066030025482177734,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.7 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,116
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding_0.pdf,2023,TextRank,988,164,683,116,0.6912955465587044,0.006345987319946289,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.7 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,116
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding_0.pdf,2023,Luhn,988,164,683,116,0.6912955465587044,0.006412982940673828,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.7 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,116
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding_0.pdf,2023,LexRank-3sent,988,164,367,67,0.3714574898785425,0.006276845932006836,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.7 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,67
2023 Monaco Grand Prix - Infringement - Car 2 - Pit Lane Speeding_0.pdf,2023,TextRank-7sent,988,164,683,116,0.6912955465587044,0.0062677860260009766,2023 M ONACO GRAND PRIX 26 - 28 May 2023 The StewardsFact Pit lane speeding 60.7 kmh Infringment Breach of Article 34.7 of the FIA Formula One Sporting Regulations and non- compliance with Race Direct...,116
2023 United States Grand Prix - Infringement - Car 23 - Leaving the track multiple times.pdf,2023,LexRank,1284,201,513,81,0.39953271028037385,0.006512165069580078,2023 UNITED STATES GRAND PRIX 20 - 22 October 2023 The StewardsFact Leaving the track without a justifiable reason multiple times. Decision 5 second time penalty. The car left the track on four (4) oc...,81
2023 United States Grand Prix - Infringement - Car 23 - Leaving the track multiple times.pdf,2023,TextRank,1284,201,766,121,0.5965732087227414,0.0064640045166015625,"Infringement Breaches of Appendix L, Chapter IV, Article 2 c) of the International Sporting Code and Article 33.3 of the FIA Formula One Sporting Regulations. The car left the track on four (4) occasi...",121
2023 United States Grand Prix - Infringement - Car 23 - Leaving the track multiple times.pdf,2023,Luhn,1284,201,841,134,0.6549844236760125,0.00623631477355957,"2023 UNITED STATES GRAND PRIX 20 - 22 October 2023 The StewardsFact Leaving the track without a justifiable reason multiple times. Infringement Breaches of Appendix L, Chapter IV, Article 2 c) of the ...",134
2023 United States Grand Prix - Infringement - Car 23 - Leaving the track multiple times.pdf,2023,LexRank-3sent,1284,201,308,48,0.2398753894080997,0.006515979766845703,2023 UNITED STATES GRAND PRIX 20 - 22 October 2023 The StewardsFact Leaving the track without a justifiable reason multiple times. Decision 5 second time penalty. Decisions of the Stewards are taken i...,48
2023 United States Grand Prix - Infringement - Car 23 - Leaving the track multiple times.pdf,2023,TextRank-7sent,1284,201,929,147,0.7235202492211839,0.006424903869628906,"2023 UNITED STATES GRAND PRIX 20 - 22 October 2023 The StewardsFact Leaving the track without a justifiable reason multiple times. Infringement Breaches of Appendix L, Chapter IV, Article 2 c) of the ...",147
2023 Azerbaijan Grand Prix - Offence - Car 27 - Changes made during Parc Ferme.pdf,2023,LexRank,1266,206,551,93,0.4352290679304897,0.006482124328613281,2023 AZERBAIJAN GRAND PRIX 28 - 30 April 2023 The StewardsFact The suspension setup has been changed while under Parc Fermé. Offence Breach of Article 40.9 of the FIA Formula One Sporting Regulations....,93
